NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LEUKOCYTE CHEMOTAXIS%GOBP%GO:0030595	LEUKOCYTE CHEMOTAXIS%GOBP%GO:0030595	Details ...	49	-0.6374387	-1.9065369	0.0	0.03652686	0.294	1851	tags=31%, list=14%, signal=36%	
CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20210210%WP477%HOMO SAPIENS	CYTOPLASMIC RIBOSOMAL PROTEINS%WIKIPATHWAYS_20210210%WP477%HOMO SAPIENS	Details ...	79	-0.57618964	-1.9052098	0.0	0.034813255	0.306	2152	tags=29%, list=17%, signal=35%	
HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDB_C2%HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE%MSIGDB_C2%HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	121	-0.5407004	-1.8989605	0.0	0.03671018	0.339	1259	tags=30%, list=10%, signal=33%	
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%R-HSA-381426.2	REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%R-HSA-381426.2	Details ...	66	-0.5987559	-1.8924497	0.0	0.038179085	0.371	1634	tags=42%, list=13%, signal=48%	
CELLULAR RESPONSE TO INTERFERON-GAMMA%GOBP%GO:0071346	CELLULAR RESPONSE TO INTERFERON-GAMMA%GOBP%GO:0071346	Details ...	57	-0.6036409	-1.8785983	0.0	0.04638183	0.447	1775	tags=39%, list=14%, signal=45%	
POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 75%8957275	POST-TRANSLATIONAL PROTEIN PHOSPHORYLATION%REACTOME DATABASE ID RELEASE 75%8957275	Details ...	63	-0.5937764	-1.8782587	0.0	0.04369637	0.448	1634	tags=43%, list=13%, signal=49%	
CELL CHEMOTAXIS%GOBP%GO:0060326	CELL CHEMOTAXIS%GOBP%GO:0060326	Details ...	79	-0.5819042	-1.8709188	0.0	0.049385212	0.514	1851	tags=30%, list=14%, signal=35%	
RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323	RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323	Details ...	31	-0.67611957	-1.8650563	0.0019267823	0.050899297	0.554	796	tags=32%, list=6%, signal=34%	
DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542	DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542	Details ...	141	-0.52578443	-1.8571678	0.0	0.05455782	0.596	1580	tags=26%, list=12%, signal=30%	
PRE-NOTCH PROCESSING IN GOLGI%REACTOME DATABASE ID RELEASE 75%1912420	PRE-NOTCH PROCESSING IN GOLGI%REACTOME DATABASE ID RELEASE 75%1912420	Details ...	17	-0.76717526	-1.851049	0.0	0.05783989	0.64	797	tags=35%, list=6%, signal=38%	
NEURAL CREST CELL MIGRATION%GOBP%GO:0001755	NEURAL CREST CELL MIGRATION%GOBP%GO:0001755		29	-0.67059743	-1.8395717	0.0	0.068278275	0.716	522	tags=24%, list=4%, signal=25%	
PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY	PID_HNF3B_PATHWAY%MSIGDB_C2%PID_HNF3B_PATHWAY		18	-0.75882107	-1.8361043	0.0	0.06887123	0.734	1252	tags=39%, list=10%, signal=43%	
INTERFERON ALPHA BETA SIGNALING%REACTOME DATABASE ID RELEASE 75%909733	INTERFERON ALPHA BETA SIGNALING%REACTOME DATABASE ID RELEASE 75%909733		46	-0.6120998	-1.8316275	0.0018050541	0.07135141	0.77	1271	tags=39%, list=10%, signal=43%	
REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032642	REGULATION OF CHEMOKINE PRODUCTION%GOBP%GO:0032642		34	-0.6575672	-1.8281769	0.0017953322	0.072287545	0.791	819	tags=26%, list=6%, signal=28%	
DIFFERENTIATION PATHWAY%WIKIPATHWAYS_20210210%WP2848%HOMO SAPIENS	DIFFERENTIATION PATHWAY%WIKIPATHWAYS_20210210%WP2848%HOMO SAPIENS		19	-0.74066985	-1.8273175	0.0	0.0702218	0.794	1212	tags=53%, list=9%, signal=58%	
HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20210210%WP4674%HOMO SAPIENS	HEAD AND NECK SQUAMOUS CELL CARCINOMA%WIKIPATHWAYS_20210210%WP4674%HOMO SAPIENS		57	-0.592502	-1.8253438	0.0	0.07002864	0.808	2372	tags=47%, list=18%, signal=58%	
REGULATION OF NUCLEASE ACTIVITY%GOBP%GO:0032069	REGULATION OF NUCLEASE ACTIVITY%GOBP%GO:0032069		20	-0.7302438	-1.8209081	0.0	0.072059885	0.83	1179	tags=40%, list=9%, signal=44%	
CARDIAC CELL DEVELOPMENT%GOBP%GO:0055006	CARDIAC CELL DEVELOPMENT%GOBP%GO:0055006		22	-0.70890534	-1.81822	0.0	0.07198082	0.839	368	tags=18%, list=3%, signal=19%	
TYPE I INTERFERON SIGNALING PATHWAY%GOBP%GO:0060337	TYPE I INTERFERON SIGNALING PATHWAY%GOBP%GO:0060337		44	-0.60444236	-1.8158338	0.0	0.072699964	0.855	1271	tags=39%, list=10%, signal=43%	
RESPONSE TO TYPE I INTERFERON%GOBP%GO:0034340	RESPONSE TO TYPE I INTERFERON%GOBP%GO:0034340		48	-0.600612	-1.8084476	0.0	0.07878022	0.877	1271	tags=38%, list=10%, signal=41%	
NANOPARTICLE TRIGGERED AUTOPHAGIC CELL DEATH%WIKIPATHWAYS_20210210%WP2509%HOMO SAPIENS	NANOPARTICLE TRIGGERED AUTOPHAGIC CELL DEATH%WIKIPATHWAYS_20210210%WP2509%HOMO SAPIENS		17	-0.75080925	-1.803564	0.0	0.08255653	0.89	2609	tags=65%, list=20%, signal=81%	
NEUROBLAST PROLIFERATION%GOBP%GO:0007405	NEUROBLAST PROLIFERATION%GOBP%GO:0007405		15	-0.77345914	-1.7988256	0.0036832413	0.08555971	0.91	1063	tags=47%, list=8%, signal=51%	
LUNG DEVELOPMENT%GOBP%GO:0030324	LUNG DEVELOPMENT%GOBP%GO:0030324		30	-0.6686047	-1.7963955	0.0	0.085919194	0.917	755	tags=30%, list=6%, signal=32%	
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS		24	-0.6933995	-1.7942944	0.0	0.08639409	0.924	1693	tags=38%, list=13%, signal=43%	
SELENOCYSTEINE SYNTHESIS%REACTOME DATABASE ID RELEASE 75%2408557	SELENOCYSTEINE SYNTHESIS%REACTOME DATABASE ID RELEASE 75%2408557		86	-0.5442592	-1.7938464	0.0	0.084485896	0.926	2152	tags=27%, list=17%, signal=32%	
REGULATION OF AXON GUIDANCE%GOBP%GO:1902667	REGULATION OF AXON GUIDANCE%GOBP%GO:1902667		27	-0.6659812	-1.7914932	0.0	0.08525496	0.932	621	tags=26%, list=5%, signal=27%	
TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 75%6791312	TP53 REGULATES TRANSCRIPTION OF CELL CYCLE GENES%REACTOME DATABASE ID RELEASE 75%6791312		48	-0.6019254	-1.7905415	0.0	0.08421983	0.936	2468	tags=52%, list=19%, signal=64%	
STRIATED MUSCLE CELL DEVELOPMENT%GOBP%GO:0055002	STRIATED MUSCLE CELL DEVELOPMENT%GOBP%GO:0055002		41	-0.6045503	-1.7902198	0.0	0.08227417	0.937	828	tags=22%, list=6%, signal=23%	
REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE%GOBP%GO:0048841	REGULATION OF AXON EXTENSION INVOLVED IN AXON GUIDANCE%GOBP%GO:0048841		20	-0.71490234	-1.7886724	0.0072202166	0.082099006	0.937	621	tags=35%, list=5%, signal=37%	
IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON-LYMPHOID CELL%REACTOME%R-HSA-198933.6	IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON-LYMPHOID CELL%REACTOME%R-HSA-198933.6		32	-0.64661443	-1.7885002	0.0	0.08016141	0.938	823	tags=22%, list=6%, signal=23%	
NERVE DEVELOPMENT%GOBP%GO:0021675	NERVE DEVELOPMENT%GOBP%GO:0021675		18	-0.73300314	-1.7863522	0.0	0.08069348	0.944	1607	tags=44%, list=12%, signal=51%	
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0036003	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0036003		22	-0.6909811	-1.7810621	0.0	0.08416823	0.953	487	tags=32%, list=4%, signal=33%	
CELLULAR RESPONSE TO TYPE I INTERFERON%GOBP%GO:0071357	CELLULAR RESPONSE TO TYPE I INTERFERON%GOBP%GO:0071357		44	-0.60444236	-1.7741832	0.0018484289	0.09115026	0.963	1271	tags=39%, list=10%, signal=43%	
FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.2	FORMATION OF A POOL OF FREE 40S SUBUNITS%REACTOME%R-HSA-72689.2		94	-0.5284175	-1.7671485	0.0	0.09846378	0.977	2152	tags=28%, list=17%, signal=33%	
POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702	POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702		54	-0.5669417	-1.7612873	0.0	0.10546473	0.988	1693	tags=31%, list=13%, signal=36%	
REGULATION OF MUSCLE ADAPTATION%GOBP%GO:0043502	REGULATION OF MUSCLE ADAPTATION%GOBP%GO:0043502		27	-0.6561311	-1.7611297	0.0035587188	0.10329756	0.988	1224	tags=37%, list=9%, signal=41%	
CARDIAC MUSCLE CELL DEVELOPMENT%GOBP%GO:0055013	CARDIAC MUSCLE CELL DEVELOPMENT%GOBP%GO:0055013		17	-0.72434694	-1.7603472	0.0036036037	0.10234087	0.988	368	tags=18%, list=3%, signal=18%	
HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE%MSIGDB_C2%HALLMARK_INFLAMMATORY_RESPONSE		92	-0.52409077	-1.7596215	0.0	0.10144847	0.988	2184	tags=38%, list=17%, signal=45%	
POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042531	POSITIVE REGULATION OF TYROSINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0042531		26	-0.6804072	-1.7579553	0.0018796993	0.101504855	0.99	1201	tags=35%, list=9%, signal=38%	
EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.2	EUKARYOTIC TRANSLATION ELONGATION%REACTOME%R-HSA-156842.2		87	-0.5321031	-1.7566693	0.0019120459	0.10133004	0.99	2152	tags=28%, list=17%, signal=33%	
LEUKOCYTE MIGRATION%GOBP%GO:0050900	LEUKOCYTE MIGRATION%GOBP%GO:0050900		139	-0.4901089	-1.7563561	0.0	0.09968065	0.991	1851	tags=27%, list=14%, signal=32%	
VIRAL MRNA TRANSLATION%REACTOME%R-HSA-192823.4	VIRAL MRNA TRANSLATION%REACTOME%R-HSA-192823.4		83	-0.53746504	-1.7552937	0.0	0.098951235	0.991	2200	tags=28%, list=17%, signal=33%	
BONE MORPHOGENESIS%GOBP%GO:0060349	BONE MORPHOGENESIS%GOBP%GO:0060349		24	-0.6549051	-1.7488583	0.0071301246	0.10574092	0.994	755	tags=29%, list=6%, signal=31%	
POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729	POSITIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050729		57	-0.56690794	-1.7443885	0.0	0.110029995	0.996	2444	tags=39%, list=19%, signal=47%	
N-GLYCAN ANTENNAE ELONGATION IN THE MEDIAL TRANS-GOLGI%REACTOME%R-HSA-975576.1	N-GLYCAN ANTENNAE ELONGATION IN THE MEDIAL TRANS-GOLGI%REACTOME%R-HSA-975576.1		20	-0.6892342	-1.7434243	0.0089126555	0.1096304	0.996	1904	tags=50%, list=15%, signal=59%	
INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060333	INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY%GOBP%GO:0060333		41	-0.60707384	-1.7406693	0.0018214936	0.11163634	0.998	1259	tags=34%, list=10%, signal=38%	
DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:0042742	DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:0042742		60	-0.5608123	-1.7402819	0.0018248175	0.110178314	0.998	1179	tags=25%, list=9%, signal=27%	
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.2	FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.2		48	-0.5741462	-1.7400851	0.0	0.10853607	0.998	1275	tags=27%, list=10%, signal=30%	
MUSCLE CELL DIFFERENTIATION%GOBP%GO:0042692	MUSCLE CELL DIFFERENTIATION%GOBP%GO:0042692		80	-0.53485876	-1.7394637	0.0017730496	0.107648745	0.998	828	tags=20%, list=6%, signal=21%	
POSITIVE REGULATION OF STAT CASCADE%GOBP%GO:1904894	POSITIVE REGULATION OF STAT CASCADE%GOBP%GO:1904894		37	-0.6046436	-1.7377722	0.004048583	0.10835601	0.998	1455	tags=30%, list=11%, signal=33%	
KERATAN SULFATE METABOLIC PROCESS%GOBP%GO:0042339	KERATAN SULFATE METABOLIC PROCESS%GOBP%GO:0042339		23	-0.67390543	-1.7344321	0.003552398	0.11150221	0.999	2044	tags=52%, list=16%, signal=62%	
POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518	POSITIVE REGULATION OF PHOSPHOLIPASE ACTIVITY%GOBP%GO:0010518		25	-0.6674613	-1.7323242	0.0038387715	0.1129621	0.999	1867	tags=44%, list=14%, signal=51%	
P53 TRANSCRIPTIONAL GENE NETWORK%WIKIPATHWAYS_20210210%WP4963%HOMO SAPIENS	P53 TRANSCRIPTIONAL GENE NETWORK%WIKIPATHWAYS_20210210%WP4963%HOMO SAPIENS		47	-0.57914686	-1.7322414	0.0	0.11131497	0.999	2081	tags=47%, list=16%, signal=56%	
POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665	POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION%GOBP%GO:0070665		48	-0.57186204	-1.7317866	0.0017421603	0.110094644	0.999	1949	tags=29%, list=15%, signal=34%	
GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071621	GRANULOCYTE CHEMOTAXIS%GOBP%GO:0071621		24	-0.66089237	-1.7315309	0.0036968577	0.10873585	0.999	1775	tags=33%, list=14%, signal=39%	
EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20210210%WP4239%HOMO SAPIENS	EPITHELIAL TO MESENCHYMAL TRANSITION IN COLORECTAL CANCER%WIKIPATHWAYS_20210210%WP4239%HOMO SAPIENS		93	-0.51490766	-1.7307711	0.0	0.10812752	1.0	2372	tags=35%, list=18%, signal=43%	
MULTI-ORGANISM CELLULAR PROCESS%GOBP%GO:0044764	MULTI-ORGANISM CELLULAR PROCESS%GOBP%GO:0044764		20	-0.70654994	-1.7305601	0.0018450185	0.10695787	1.0	1603	tags=50%, list=12%, signal=57%	
ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844	ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844		16	-0.73086923	-1.7272226	0.0	0.110704966	1.0	1492	tags=38%, list=12%, signal=42%	
MESENCHYMAL CELL DEVELOPMENT%GOBP%GO:0014031	MESENCHYMAL CELL DEVELOPMENT%GOBP%GO:0014031		42	-0.59262544	-1.7252885	0.0036231885	0.11218137	1.0	739	tags=21%, list=6%, signal=23%	
TYPE II INTERFERON SIGNALING (IFNG)%WIKIPATHWAYS_20210210%WP619%HOMO SAPIENS	TYPE II INTERFERON SIGNALING (IFNG)%WIKIPATHWAYS_20210210%WP619%HOMO SAPIENS		18	-0.69781137	-1.7210615	0.0	0.117218874	1.0	2035	tags=56%, list=16%, signal=66%	
STEM CELL DIVISION%GOBP%GO:0017145	STEM CELL DIVISION%GOBP%GO:0017145		15	-0.7309821	-1.7197633	0.009090909	0.11755058	1.0	1315	tags=47%, list=10%, signal=52%	
NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593	NEUTROPHIL CHEMOTAXIS%GOBP%GO:0030593		22	-0.6824848	-1.7179154	0.0054054055	0.11880542	1.0	1775	tags=36%, list=14%, signal=42%	
GRANULOCYTE MIGRATION%GOBP%GO:0097530	GRANULOCYTE MIGRATION%GOBP%GO:0097530		28	-0.6395703	-1.7168577	0.0	0.11863495	1.0	1775	tags=29%, list=14%, signal=33%	
REGULATION OF NEURON MIGRATION%GOBP%GO:2001222	REGULATION OF NEURON MIGRATION%GOBP%GO:2001222		19	-0.70121753	-1.7166096	0.0017889087	0.11731055	1.0	1775	tags=42%, list=14%, signal=49%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDB_C2%HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB%MSIGDB_C2%HALLMARK_TNFA_SIGNALING_VIA_NFKB		129	-0.48905772	-1.7153347	0.0	0.117727324	1.0	2058	tags=34%, list=16%, signal=40%	
REGULATION OF SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014910	REGULATION OF SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014910		25	-0.64888996	-1.7151729	0.0	0.11641923	1.0	1533	tags=40%, list=12%, signal=45%	
VIRAL PROTEIN PROCESSING%GOBP%GO:0019082	VIRAL PROTEIN PROCESSING%GOBP%GO:0019082		37	-0.60420233	-1.7127168	0.0036429872	0.118340604	1.0	1813	tags=35%, list=14%, signal=41%	
GROWTH%GOBP%GO:0040007	GROWTH%GOBP%GO:0040007		88	-0.51058906	-1.710557	0.0	0.12013998	1.0	763	tags=18%, list=6%, signal=19%	
PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.2	PEPTIDE CHAIN ELONGATION%REACTOME%R-HSA-156902.2		83	-0.5257571	-1.7103573	0.0	0.11893746	1.0	2647	tags=30%, list=20%, signal=38%	
DEVELOPMENTAL GROWTH%GOBP%GO:0048589	DEVELOPMENTAL GROWTH%GOBP%GO:0048589		87	-0.51403654	-1.709551	0.0	0.118567385	1.0	763	tags=18%, list=6%, signal=19%	
LYTIC VACUOLE ORGANIZATION%GOBP%GO:0080171	LYTIC VACUOLE ORGANIZATION%GOBP%GO:0080171		45	-0.57436955	-1.7086803	0.0053667263	0.11864139	1.0	1689	tags=31%, list=13%, signal=36%	
STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827	STEM CELL POPULATION MAINTENANCE%GOBP%GO:0019827		38	-0.5937105	-1.7086619	0.0035460992	0.11722226	1.0	3091	tags=50%, list=24%, signal=66%	
REGULATION OF INTRACELLULAR PH%GOBP%GO:0051453	REGULATION OF INTRACELLULAR PH%GOBP%GO:0051453		56	-0.554059	-1.7073554	0.0017574693	0.11766928	1.0	1026	tags=25%, list=8%, signal=27%	
POSITIVE REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046427	POSITIVE REGULATION OF JAK-STAT CASCADE%GOBP%GO:0046427		36	-0.607844	-1.7055928	0.0037313432	0.118956424	1.0	1455	tags=31%, list=11%, signal=34%	
NEUTROPHIL MIGRATION%GOBP%GO:1990266	NEUTROPHIL MIGRATION%GOBP%GO:1990266		25	-0.6619943	-1.7048373	0.0036101083	0.11878355	1.0	1775	tags=32%, list=14%, signal=37%	
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043524	NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS%GOBP%GO:0043524		47	-0.56894445	-1.704245	0.0	0.11824098	1.0	2030	tags=34%, list=16%, signal=40%	
SENSORY ORGAN MORPHOGENESIS%GOBP%GO:0090596	SENSORY ORGAN MORPHOGENESIS%GOBP%GO:0090596		83	-0.51022804	-1.7004548	0.0017094017	0.1233853	1.0	1152	tags=22%, list=9%, signal=24%	
UNFOLDED PROTEIN RESPONSE%WIKIPATHWAYS_20210210%WP4925%HOMO SAPIENS	UNFOLDED PROTEIN RESPONSE%WIKIPATHWAYS_20210210%WP4925%HOMO SAPIENS		15	-0.71894777	-1.6973068	0.0076045627	0.1266253	1.0	2251	tags=47%, list=17%, signal=56%	
MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727	MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727		38	-0.5937105	-1.6945083	0.0055555557	0.12984301	1.0	3091	tags=50%, list=24%, signal=66%	
MONOAMINE TRANSPORT%WIKIPATHWAYS_20210210%WP727%HOMO SAPIENS	MONOAMINE TRANSPORT%WIKIPATHWAYS_20210210%WP727%HOMO SAPIENS		16	-0.7119096	-1.6943303	0.0074766357	0.12867916	1.0	2565	tags=50%, list=20%, signal=62%	
TRANSPORT OF VITAMINS, NUCLEOSIDES, AND RELATED MOLECULES%REACTOME%R-HSA-425397.3	TRANSPORT OF VITAMINS, NUCLEOSIDES, AND RELATED MOLECULES%REACTOME%R-HSA-425397.3		28	-0.6300407	-1.692622	0.0017331023	0.12986702	1.0	683	tags=21%, list=5%, signal=23%	
EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.4	EUKARYOTIC TRANSLATION TERMINATION%REACTOME%R-HSA-72764.4		86	-0.5105319	-1.6916765	0.0017667845	0.12994987	1.0	2152	tags=28%, list=17%, signal=33%	
POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER INVOLVED IN CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:1901522	POSITIVE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER INVOLVED IN CELLULAR RESPONSE TO CHEMICAL STIMULUS%GOBP%GO:1901522		19	-0.6857444	-1.6914415	0.0037664783	0.12897061	1.0	915	tags=26%, list=7%, signal=28%	
REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510	REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510		51	-0.56306994	-1.6895121	0.0036363637	0.13081938	1.0	2414	tags=35%, list=19%, signal=43%	
TRANSCRIPTIONAL REGULATION BY THE AP-2 (TFAP2) FAMILY OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-8864260.3	TRANSCRIPTIONAL REGULATION BY THE AP-2 (TFAP2) FAMILY OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-8864260.3		31	-0.6149413	-1.6892563	0.0037950664	0.12979269	1.0	1014	tags=32%, list=8%, signal=35%	
SHC1 EVENTS IN ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 75%1250196	SHC1 EVENTS IN ERBB2 SIGNALING%REACTOME DATABASE ID RELEASE 75%1250196		16	-0.7172892	-1.6889169	0.0037664783	0.12907378	1.0	1901	tags=44%, list=15%, signal=51%	
SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614	SRP-DEPENDENT COTRANSLATIONAL PROTEIN TARGETING TO MEMBRANE%GOBP%GO:0006614		86	-0.50563097	-1.6888767	0.0018181818	0.12781355	1.0	2465	tags=29%, list=19%, signal=36%	
LYSOSOME ORGANIZATION%GOBP%GO:0007040	LYSOSOME ORGANIZATION%GOBP%GO:0007040		45	-0.57436955	-1.6884309	0.0017825312	0.1272323	1.0	1689	tags=31%, list=13%, signal=36%	
BMP SIGNALING PATHWAY IN EYELID DEVELOPMENT%WIKIPATHWAYS_20210210%WP3927%HOMO SAPIENS	BMP SIGNALING PATHWAY IN EYELID DEVELOPMENT%WIKIPATHWAYS_20210210%WP3927%HOMO SAPIENS		15	-0.7262942	-1.6880774	0.010638298	0.12642132	1.0	1226	tags=33%, list=9%, signal=37%	
MORPHOGENESIS OF A BRANCHING EPITHELIUM%GOBP%GO:0061138	MORPHOGENESIS OF A BRANCHING EPITHELIUM%GOBP%GO:0061138		33	-0.6076359	-1.6875007	0.0	0.12585607	1.0	993	tags=24%, list=8%, signal=26%	
